Timestamp,Strategy,Action,Decision_Source,Price,Quantity,Amount,Position_Size,Reason,Improvement,AI_Enabled,Cash_Before,Cash_After,BTC_Before,BTC_After,Portfolio_Value_Before,Portfolio_Value_After,Profit
2025-06-07 08:00:00,GemmaLearner,BUY,RULES,104746.44,0.04773431918068051,5000.0,5.0,EMA12>EMA26,None,True,100000.0,95000.0,0.0,0.04773431918068051,100000.0,100000.0,
2025-06-08 08:00:00,GemmaLearner,BUY,RULES,105373.81,0.045077614636881785,4750.0,5.0,EMA12>EMA26,None,True,95000.0,90250.0,0.04773431918068051,0.0928119338175623,100029.94707982439,100029.94707982439,
2025-06-09 08:00:00,GemmaLearner,BUY,RULES,105926.39,0.04260033783838003,4512.5,5.0,EMA12>EMA26,None,False,90250.0,85737.5,0.09281193381756231,0.13541227165594233,100081.2330982133,100081.2330982133,
2025-06-10 08:00:00,GemmaLearner,BUY,RULES,109082.65,0.07859865890680141,8573.75,10.0,SMA50>SMA200 & MACD>0 & RSI>55,None,True,85737.5,77163.75,0.13541227165594233,0.21401093056274373,100508.62943475008,100508.62943475008,
2025-06-11 08:00:00,GemmaLearner,BUY,RULES,109576.02,0.07042028903769273,7716.375,10.0,SMA50>SMA200 & MACD>0 & RSI>55,None,True,77163.75,69447.375,0.21401093056274376,0.2844312196004365,100614.21600756183,100614.21600756183,
2025-06-12 08:00:00,GemmaLearner,SELL,RULES,107731.67,0.014221560980021825,1532.112514384588,5.0,EMA12<EMA26,None,True,69447.375,70979.48751438459,0.2844312196004365,0.2702096586204147,100089.62528769176,100089.62528769176,4.48126438458785
2025-06-13 08:00:00,GemmaLearner,SELL,RULES,104739.45,0.013510482931020735,1415.0805514294998,5.0,EMA12<EMA26,None,True,70979.48751438459,72394.56806581409,0.2702096586204147,0.25669917568939393,99281.09854297458,99281.09854297458,-36.16913607050042
2025-06-14 08:00:00,GemmaLearner,SELL,RULES,105095.03,0.012834958784469698,1348.8903785026064,5.0,EMA12<EMA26,None,True,72394.56806581409,73743.4584443167,0.25669917568939393,0.24386421690492424,99372.37563586622,99372.37563586622,-29.796824622393828
2025-06-15 08:00:00,GemmaLearner,BUY,RULES,105197.19,0.03505010848878982,3687.172922215835,5.0,EMA12>EMA26,None,False,73743.4584443167,70056.28552210086,0.24386421690492427,0.2789143253937141,99397.28880426523,99397.28880426523,
2025-06-16 08:00:00,GemmaLearner,BUY,RULES,107180.0,0.03268160362105844,3502.8142761050435,5.0,EMA12>EMA26,None,True,70056.28552210086,66553.47124599582,0.2789143253937141,0.3115959290147725,99950.32291779915,99950.32291779915,
2025-06-17 08:00:00,GemmaLearner,BUY,RULES,106568.06,0.031225805952550804,3327.6735622997912,5.0,EMA12>EMA26,None,False,66553.47124599582,63225.79768369603,0.3115959290147725,0.3428217349673233,99759.64490499784,99759.64490499784,
2025-06-18 08:00:00,GemmaLearner,SELL,RULES,104949.9,0.017141086748366167,1798.9553401323544,5.0,EMA12<EMA26,None,True,63225.79768369603,65024.75302382839,0.3428217349673233,0.32568064821895715,99204.90448634312,99204.90448634312,-36.680540867429414
2025-06-19 08:00:00,GemmaLearner,BUY,RULES,104746.12,0.031039217979543485,3251.2376511914194,5.0,RSI>60 & price>SMA20,None,False,65024.75302382839,61773.51537263697,0.32568064821895715,0.35671986619850066,99138.53728384906,99138.53728384906,
2025-06-20 08:00:00,GemmaLearner,BUY,RULES,105959.68,0.02914953847191544,3088.6757686318488,5.0,EMA12>EMA26,None,True,61773.51537263696,58684.839604005116,0.35671986619850066,0.3858694046704161,99571.4382446729,99571.4382446729,
2025-06-21 08:00:00,GemmaLearner,BUY,RULES,103826.03,0.028261140103307967,2934.241980200256,5.0,RSI>60 & price>SMA20,None,True,58684.839604005116,55750.59762380486,0.3858694046704161,0.4141305447737241,98748.12798939788,98748.12798939788,
2025-06-22 08:00:00,GemmaLearner,SELL,RULES,102712.34,0.020706527238686205,2126.8158659591986,5.0,EMA12<EMA26,None,True,55750.59762380486,57877.41348976406,0.4141305447737241,0.39342401753503786,98286.91494298883,98286.91494298883,-80.74599099177235
2025-06-23 08:00:00,GemmaLearner,BUY,RULES,101881.37,0.028404316456366884,2893.8706744882033,5.0,EMA12>EMA26,None,True,57877.41348976406,54983.54281527586,0.39342401753503786,0.42182833399140474,97959.99138713774,97959.99138713774,
2025-06-24 08:00:00,GemmaLearner,BUY,RULES,104996.77,0.026183444888483648,2749.1771407637934,5.0,EMA12>EMA26,None,True,54983.54281527586,52234.36567451207,0.42182833399140474,0.4480117788798884,99274.15537885457,99274.15537885457,
2025-06-25 08:00:00,GemmaLearner,BUY,RULES,106635.76,0.048983910908040676,5223.436567451207,10.0,SMA50>SMA200 & MACD>0 & RSI>55,None,True,52234.36567451207,47010.92910706086,0.4480117788798884,0.4969956897879291,100008.44220432092,100008.44220432092,
2025-06-26 08:00:00,GemmaLearner,BUY,RULES,107753.07,0.04362838952714838,4701.0929107060865,10.0,SMA50>SMA200 & MACD>0 & RSI>55,None,True,47010.92910706086,42309.83619635477,0.49699568978792913,0.5406240793150775,100563.74045847787,100563.74045847787,
2025-06-27 08:00:00,GemmaLearner,SELL,RULES,106998.53,0.027031203965753876,2892.299088465835,5.0,EMA12<EMA26,None,False,42309.83619635477,45202.13528482061,0.5406240793150775,0.5135928753493236,100155.81796567148,100155.81796567148,16.736459691948
2025-06-28 08:00:00,GemmaLearner,BUY,RULES,107379.99,0.04209549217207098,4520.213528482061,10.0,SMA50>SMA200 & MACD>0 & RSI>55,None,True,45202.13528482061,40681.92175633855,0.5135928753493236,0.5556883675213946,100351.73310390222,100351.73310390222,
2025-06-29 08:00:00,GemmaLearner,BUY,RULES,107693.85,0.037775529202771135,4068.1921756338547,10.0,SMA50>SMA200 & MACD>0 & RSI>55,None,False,40681.92175633855,36613.72958070469,0.5556883675213946,0.5934638967241658,100526.14145493248,100526.14145493248,
2025-06-30 08:00:00,GemmaLearner,BUY,RULES,107512.89,0.017027599937414338,1830.6864790352347,5.0,EMA12>EMA26,None,False,36613.72958070469,34783.04310166946,0.5934638967241658,0.6104914966615801,100418.74822818128,100418.74822818127,
2025-07-01 08:00:00,GemmaLearner,SELL,RULES,106710.12,0.030524574833079007,3257.281043386841,5.0,EMA12<EMA26,None,True,34783.04310166946,38040.3241450563,0.6104914966615801,0.5799669218285011,99928.66396940626,99928.66396940628,4.54193689409021
2025-07-02 08:00:00,GemmaLearner,BUY,RULES,107728.99,0.017655565203505714,1902.016207252815,5.0,EMA12>EMA26,None,True,38040.3241450563,36138.30793780348,0.5799669218285011,0.5976224870320068,100519.57486704967,100519.57486704967,
2025-07-03 08:00:00,GemmaLearner,BUY,RULES,109377.57,0.016519981170638312,1806.9153968901742,5.0,EMA12>EMA26,None,True,36138.30793780348,34331.39254091331,0.5976224870320068,0.6141424682026452,101504.8033467209,101504.8033467209,
2025-07-04 08:00:00,GemmaLearner,SELL,RULES,108763.28,0.03070712341013226,3339.80746145077,5.0,EMA12<EMA26,None,True,34331.39254091331,37671.20000236408,0.6141424682026452,0.5834353447925129,101127.5417699287,101127.5417699287,64.25873007550717
2025-07-05 08:00:00,GemmaLearner,BUY,RULES,108029.97,0.017435532011331707,1883.560000118204,5.0,RSI>60 & price>SMA20,None,True,37671.20000236408,35787.64000224588,0.5834353447925129,0.6008708768038447,100699.7027972389,100699.70279723892,
2025-07-06 08:00:00,GemmaLearner,SELL,RULES,108005.27,0.030043543840192234,3244.861064216799,5.0,EMA12<EMA26,None,False,35787.64000224588,39032.501066462675,0.6008708768038447,0.5708273329636524,100684.86128658186,100684.86128658186,38.91176940438969
2025-07-07 08:00:00,GemmaLearner,BUY,RULES,109011.7,0.035805790632072225,3903.250106646268,10.0,SMA50>SMA200 & MACD>0 & RSI>55,None,True,39032.501066462675,35129.25095981641,0.5708273329636524,0.6066331235957246,101259.35903929645,101259.35903929645,
2025-07-08 08:00:00,GemmaLearner,SELL,RULES,108262.36,0.030331656179786233,3283.776680732242,5.0,EMA12<EMA26,None,False,35129.25095981641,38413.02764054865,0.6066331235957246,0.5763014674159384,100804.78457446126,100804.78457446124,42.96234532813967
2025-07-09 08:00:00,GemmaLearner,BUY,RULES,108654.16,0.017676740421419968,1920.6513820274326,5.0,EMA12>EMA26,None,False,38413.02764054865,36492.37625852122,0.5763014674159384,0.5939782078373583,101030.5794893948,101030.5794893948,
2025-07-10 08:00:00,GemmaLearner,BUY,RULES,111233.33,0.03280705185983483,3649.2376258521217,10.0,SMA50>SMA200 & MACD>0 & RSI>55,None,True,36492.376258521224,32843.1386326691,0.5939782078373583,0.6267852596971931,102562.5502637027,102562.55026370268,
2025-07-11 08:00:00,GemmaLearner,BUY,RULES,117964.76,0.027841483026514954,3284.31386326691,10.0,SMA50>SMA200 & MACD>0 & RSI>55,None,True,32843.1386326691,29558.82476940219,0.6267852596971931,0.654626742723708,106781.71136438615,106781.71136438614,
2025-07-12 08:00:00,GemmaLearner,BUY,RULES,117929.65,0.025064794790285727,2955.882476940219,10.0,SMA50>SMA200 & MACD>0 & RSI>55,None,True,29558.82476940219,26602.94229246197,0.654626742723708,0.6796915375139938,106758.72741944912,106758.72741944913,
2025-07-13 08:00:00,GemmaLearner,BUY,RULES,117895.78,0.02256479603634835,2660.294229246197,10.0,SMA50>SMA200 & MACD>0 & RSI>55,None,True,26602.94229246197,23942.648063215773,0.6796915375139938,0.7022563335503421,106735.70626707353,106735.70626707353,
2025-07-14 08:00:00,GemmaLearner,BUY,RULES,122578.0,0.01953258175465073,2394.2648063215775,10.0,SMA50>SMA200 & MACD>0 & RSI>55,None,True,23942.648063215773,21548.383256894194,0.7022563335503421,0.7217889153049929,110023.82491714961,110023.82491714961,
2025-07-15 08:00:00,GemmaLearner,SELL,RULES,116777.47,0.036089445765249646,4214.434170168068,5.0,EMA12<EMA26,None,True,21548.383256894194,25762.817427062262,0.7217889153049929,0.6856994695397433,105837.06666025554,105837.06666025554,292.4283323514475
2025-07-16 08:00:00,GemmaLearner,BUY,RULES,118699.99,0.021704144564007346,2576.2817427062264,10.0,SMA50>SMA200 & MACD>0 & RSI>55,None,True,25762.817427062262,23186.535684356037,0.6856994695397433,0.7074036141037506,107155.3376044351,107155.3376044351,
2025-07-17 08:00:00,GemmaLearner,SELL,RULES,118330.93,0.035370180705187534,4185.386377112896,5.0,EMA12<EMA26,None,False,23186.535684356037,27371.922061468933,0.7074036141037506,0.6720334333985631,106894.26322661396,106894.26322661396,330.6667440517959
2025-07-18 08:00:00,GemmaLearner,BUY,RULES,118642.01,0.011535510086801858,1368.5961030734468,5.0,EMA12>EMA26,None,True,27371.922061468933,26003.325958395486,0.6720334333985631,0.683568943485365,107103.31938707558,107103.31938707558,
2025-07-19 08:00:00,GemmaLearner,BUY,RULES,118101.82,0.011008859117664523,1300.1662979197745,5.0,RSI>60 & price>SMA20,None,True,26003.325958395486,24703.15966047571,0.683568943485365,0.6945778026030295,106734.06227949425,106734.06227949423,
2025-07-20 08:00:00,GemmaLearner,BUY,RULES,118151.14,0.010454050490107718,1235.1579830237856,5.0,RSI>60 & price>SMA20,None,False,24703.15966047571,23468.001677451924,0.6945778026030295,0.7050318530931372,106768.3188567186,106768.3188567186,
2025-07-21 08:00:00,GemmaLearner,BUY,RULES,119016.83,0.009859110546572247,1173.4000838725963,5.0,EMA12>EMA26,None,True,23468.001677451924,22294.60159357933,0.7050318530931372,0.7148909636397095,107378.65788162281,107378.65788162281,
2025-07-22 08:00:00,GemmaLearner,BUY,RULES,118289.99,0.009423705925403886,1114.7300796789666,5.0,RSI>60 & price>SMA20,None,False,22294.60159357933,21179.87151390036,0.7148909636397095,0.7243146695651134,106859.04653361093,106859.04653361093,
2025-07-23 08:00:00,GemmaLearner,BUY,RULES,118423.21,0.008942449505422273,1058.993575695018,5.0,EMA12>EMA26,None,False,21179.87151390036,20120.877938205344,0.7243146695651134,0.7332571190705356,106955.5397338904,106955.53973389039,
2025-07-24 08:00:00,GemmaLearner,SELL,RULES,118775.28,0.03666285595352678,4354.64098147981,5.0,EMA12<EMA26,None,False,20120.877938205344,24475.518919685153,0.7332571190705356,0.6965942631170088,107213.69756780154,107213.69756780154,330.10512390858605
2025-07-25 08:00:00,GemmaLearner,SELL,RULES,115202.55,0.06965942631170088,8024.943542645037,10.0,SMA50<SMA200 & MACD<0 & RSI<45,None,True,24475.518919685153,32500.46246233019,0.6965942631170088,0.6269348368053079,104724.95434613552,104724.95434613552,378.3254132597107
2025-07-26 08:00:00,GemmaLearner,BUY,RULES,117557.14,0.013823261803719534,1625.0231231165096,5.0,EMA12>EMA26,None,True,32500.46246233019,30875.43933921368,0.6269348368053079,0.6407580986090274,106201.12884352893,106201.12884352893,
2025-07-27 08:00:00,GemmaLearner,BUY,RULES,117950.47,0.013088307040749257,1543.771966960684,5.0,EMA12>EMA26,None,True,30875.43933921368,29331.667372252996,0.6407580986090274,0.6538464056497767,106453.15822645482,106453.15822645482,
2025-07-28 08:00:00,GemmaLearner,BUY,RULES,119072.45,0.012316731272537433,1466.5833686126498,5.0,EMA12>EMA26,None,True,29331.667372252996,27865.084003640346,0.6538464056497767,0.6661631369223141,107186.76081666574,107186.76081666574,
2025-07-29 08:00:00,GemmaLearner,BUY,RULES,118923.8,0.023431040719889835,2786.508400364035,10.0,SMA50>SMA200 & MACD>0 & RSI>55,None,True,27865.084003640346,25078.57560327631,0.6661631369223141,0.689594177642204,107087.73566636225,107087.73566636225,
2025-07-30 08:00:00,GemmaLearner,BUY,RULES,118372.73,0.010593054499662344,1253.9287801638156,5.0,RSI>60 & price>SMA20,None,False,25078.57560327631,23824.646823112493,0.689594177642204,0.7001872321418663,106707.72100288895,106707.72100288895,
2025-07-31 08:00:00,GemmaLearner,BUY,RULES,118593.94,0.010044630789360945,1191.2323411556247,5.0,EMA12>EMA26,None,True,23824.646823112493,22633.41448195687,0.7001872321418663,0.7102318629312272,106862.60942051106,106862.60942051106,
2025-08-01 08:00:00,GemmaLearner,SELL,RULES,114615.99,0.07102318629312272,8140.392809940691,10.0,SMA50<SMA200 & MACD<0 & RSI<45,None,True,22633.41448195687,30773.80729189756,0.7102318629312272,0.6392086766381044,104037.34258136377,104037.34258136377,271.73169545656674
2025-08-02 08:00:00,GemmaLearner,SELL,RULES,113682.01,0.03196043383190522,3633.3263584829874,5.0,EMA12<EMA26,None,True,30773.807291897563,34407.13365038055,0.6392086766381044,0.6072482428061992,103440.33446155732,103440.33446155732,92.42885696513186
2025-08-03 08:00:00,GemmaLearner,BUY,RULES,113692.0,0.015131730311007174,1720.3566825190276,5.0,RSI>60 & price>SMA20,None,True,34407.13365038055,32686.776967861522,0.6072482428061992,0.6223799731172064,103446.40087150295,103446.40087150296,
2025-08-04 08:00:00,GemmaLearner,BUY,RULES,114546.25,0.014267938482430251,1634.3388483930762,5.0,EMA12>EMA26,None,True,32686.776967861522,31052.438119468447,0.6223799731172064,0.6366479115996366,103978.06896353833,103978.06896353833,
2025-08-05 08:00:00,GemmaLearner,SELL,RULES,114281.09,0.06366479115996367,7275.681728383011,10.0,SMA50<SMA200 & MACD<0 & RSI<45,None,False,31052.438119468447,38328.119847851456,0.6366479115996366,0.5729831204396729,103809.25540329856,103809.25540329856,212.50692240787652
2025-08-06 08:00:00,GemmaLearner,SELL,RULES,113948.22,0.028649156021983646,3264.5203332073174,5.0,EMA12<EMA26,None,False,38328.119847851456,41592.64018105877,0.5729831204396729,0.5443339644176892,103618.5265119978,103618.5265119978,86.09167051850645
2025-08-07 08:00:00,GemmaLearner,BUY,RULES,114948.74,0.018091820832946394,2079.6320090529384,5.0,EMA12>EMA26,None,False,41592.64018105877,39513.00817200583,0.5443339644176892,0.5624257852506356,104163.14353007698,104163.14353007698,
2025-08-08 08:00:00,GemmaLearner,BUY,RULES,116620.63,0.016940831211427098,1975.6504086002915,5.0,EMA12>EMA26,None,True,39513.00817200583,37537.35776340554,0.5624257852506356,0.5793666164620627,105103.45757617967,105103.45757617966,
2025-08-09 08:00:00,GemmaLearner,BUY,RULES,117106.65,0.032053993315841196,3753.7357763405544,10.0,SMA50>SMA200 & MACD>0 & RSI>55,None,False,37537.35776340554,33783.62198706499,0.5793666164620627,0.6114206097779039,105385.04133911255,105385.04133911256,
2025-08-10 08:00:00,GemmaLearner,BUY,RULES,118308.85,0.02855544786976206,3378.362198706499,10.0,SMA50>SMA200 & MACD>0 & RSI>55,None,True,33783.62198706499,30405.25978835849,0.6114206097779039,0.639976057647666,106120.09119618757,106120.09119618757,
2025-08-11 08:00:00,GemmaLearner,BUY,RULES,121679.13,0.024988064747305874,3040.525978835849,10.0,SMA50>SMA200 & MACD>0 & RSI>55,None,True,30405.25978835849,27364.73380952264,0.639976057647666,0.6649641223949718,108276.98970375632,108276.98970375634,
2025-08-12 08:00:00,GemmaLearner,SELL,RULES,118814.7,0.033248206119748595,3950.3756356560934,5.0,EMA12<EMA26,None,True,27364.733809522644,31315.109445178736,0.6649641223949718,0.6317159162752233,106372.2465226445,106372.2465226445,219.47308752491563
2025-08-13 08:00:00,GemmaLearner,BUY,RULES,120044.49,0.0260862530593272,3131.5109445178737,10.0,SMA50>SMA200 & MACD>0 & RSI>55,None,False,31315.109445178736,28183.59850066086,0.6317159162752233,0.6578021693345505,107149.12443932061,107149.12443932061,
2025-08-14 08:00:00,GemmaLearner,BUY,RULES,121637.78,0.011585051330540917,1409.1799250330432,5.0,EMA12>EMA26,None,True,28183.59850066086,26774.418575627817,0.6578021693345505,0.6693872206650914,108197.19405769967,108197.19405769966,
2025-08-15 08:00:00,GemmaLearner,BUY,RULES,118878.72,0.011261232698176688,1338.720928781391,5.0,RSI>60 & price>SMA20,None,True,26774.418575627817,25435.697646846427,0.6693872206650914,0.6806484533632681,106350.31455265143,106350.31455265143,
2025-08-16 08:00:00,GemmaLearner,SELL,RULES,117631.09,0.034032422668163406,4003.27097379677,5.0,EMA12<EMA26,None,True,25435.697646846427,29438.968620643198,0.6806484533632681,0.6466160306951046,105501.11712278181,105501.11712278181,164.9429631555365
2025-08-17 08:00:00,GemmaLearner,BUY,RULES,118366.06,0.012435561604670799,1471.94843103216,5.0,EMA12>EMA26,None,False,29438.968620643198,27967.020189611037,0.6466160306951046,0.6590515922997755,105976.36050686179,105976.3605068618,
2025-08-18 08:00:00,GemmaLearner,SELL,RULES,115135.43,0.06590515922997756,7588.018847161934,10.0,SMA50<SMA200 & MACD<0 & RSI<45,None,True,27967.020189611037,35555.03903677297,0.6590515922997755,0.593146433069798,103847.20866123037,103847.20866123038,148.00078384037505
2025-08-19 08:00:00,GemmaLearner,SELL,RULES,115186.48,0.0593146433069798,6832.244974986563,10.0,SMA50<SMA200 & MACD<0 & RSI<45,None,True,35555.03903677297,42387.28401175953,0.593146433069798,0.5338317897628182,103877.4887866386,103877.4887866386,136.22871799715992
2025-08-20 08:00:00,GemmaLearner,BUY,RULES,114010.0,0.018589283401350555,2119.364200587977,5.0,RSI>60 & price>SMA20,None,True,42387.28401175953,40267.91981117156,0.5338317897628182,0.5524210731641688,103249.44636261844,103249.44636261844,
2025-08-21 08:00:00,GemmaLearner,SELL,RULES,113588.45,0.02762105365820844,3137.4326724027264,5.0,EMA12<EMA26,None,False,40267.91981117156,43405.35248357429,0.5524210731641688,0.5248000195059603,103016.57325922608,103016.57325922608,18.25714672809657
2025-08-22 08:00:00,GemmaLearner,SELL,RULES,112980.34,0.02624000097529802,2964.6042317895017,5.0,EMA12<EMA26,None,True,43405.35248357429,46369.95671536379,0.5248000195059603,0.49856001853066234,102697.43711936432,102697.43711936433,1.3874823986036295
2025-08-23 08:00:00,GemmaLearner,BUY,RULES,115746.12,0.020030890329353502,2318.49783576819,5.0,EMA12>EMA26,None,True,46369.95671536379,44051.4588795956,0.4985600185306623,0.5185909088600158,104076.34444741605,104076.34444741605,
2025-08-24 08:00:00,GemmaLearner,SELL,RULES,114838.02,0.05185909088600158,5955.3953163484675,10.0,SMA50<SMA200 & MACD<0 & RSI<45,None,False,44051.4588795956,50006.85419594407,0.5185909088600158,0.4667318179740142,103605.41204308027,103605.41204308027,93.43370892894268
2025-08-26 08:00:00,GemmaLearner,SELL,RULES,110102.02,0.046673181797401424,5138.811595721128,10.0,SMA50<SMA200 & MACD<0 & RSI<45,None,True,50006.85419594407,55145.6657916652,0.4667318179740142,0.42005863617661277,101394.97015315534,101394.97015315534,-136.9538509564454
2025-08-27 08:00:00,GemmaLearner,BUY,RULES,110756.01,0.024895112144101797,2757.28328958326,5.0,EMA12>EMA26,None,False,55145.6657916652,52388.382502081935,0.42005863617661277,0.44495374832071455,101669.68430062848,101669.68430062848,
2025-08-28 08:00:00,GemmaLearner,BUY,RULES,113128.49,0.023154371857204998,2619.419125104097,5.0,EMA12>EMA26,None,True,52388.382502081935,49768.96337697784,0.44495374832071455,0.46810812017791953,102725.3281694444,102725.3281694444,
